image;sign_data
1277106093Image000021.jpg;[{"category": "INFORMATION", "x_min": "507.619977", "x_max": "421.224003", "y_min": "480.236998", "y_max": "394.989960", "sign": "PRIORITY_ROAD"}, {"category": "PROHIBITORY", "x_min": "174.987269", "x_max": "410.874717", "y_min": "163.676612", "y_max": "401.319162", "sign": "80_SIGN"}, {"category": "PROHIBITORY", "x_min": "59.519527", "x_max": "413.025341", "y_min": "47.806851", "y_max": "402.732383", "sign": "80_SIGN"}]
1277106093Image000026.jpg;[{"category": "INFORMATION", "x_min": "576.658230", "x_max": "409.506689", "y_min": "534.000124", "y_max": "368.826111", "sign": "PRIORITY_ROAD"}, {"category": "PROHIBITORY", "x_min": "117.664618", "x_max": "418.749732", "y_min": "106.960286", "y_max": "408.263857", "sign": "80_SIGN"}]
1277106093Image000031.jpg;[{"category": "INFORMATION", "x_min": "735.417451", "x_max": "375.088026", "y_min": "670.153678", "y_max": "314.804219", "sign": "PRIORITY_ROAD"}, {"category": "PROHIBITORY", "x_min": "99.646743", "x_max": "409.597172", "y_min": "87.934067", "y_max": "398.061960", "sign": "80_SIGN"}]
1277106093Image000036.jpg;[{"category": "PROHIBITORY", "x_min": "85.749873", "x_max": "403.599534", "y_min": "71.772245", "y_max": "390.409378", "sign": "80_SIGN"}]
1277106093Image000041.jpg;[{"category": "PROHIBITORY", "x_min": "80.870783", "x_max": "405.255438", "y_min": "67.537450", "y_max": "392.366549", "sign": "80_SIGN"}]
1277106101Image000001.jpg;[{"category": "PROHIBITORY", "x_min": "248.631040", "x_max": "409.620630", "y_min": "224.193084", "y_max": "383.372455", "sign": "80_SIGN"}]
1277106101Image000006.jpg;[{"category": "PROHIBITORY", "x_min": "274.428741", "x_max": "407.050206", "y_min": "242.356669", "y_max": "373.909065", "sign": "80_SIGN"}]
1277106101Image000011.jpg;[{"category": "PROHIBITORY", "x_min": "326.673625", "x_max": "402.323318", "y_min": "290.243271", "y_max": "367.539534", "sign": "80_SIGN"}]
1277106101Image000016.jpg;[{"category": "PROHIBITORY", "x_min": "387.502671", "x_max": "386.769578", "y_min": "342.609700", "y_max": "345.638587", "sign": "80_SIGN"}]
1277106101Image000021.jpg;[{"category": "PROHIBITORY", "x_min": "467.891559", "x_max": "375.671161", "y_min": "413.891559", "y_max": "324.671161", "sign": "80_SIGN"}]
1277106101Image000026.jpg;[{"category": "PROHIBITORY", "x_min": "719.500978", "x_max": "315.894892", "y_min": "630.547786", "y_max": "226.941700", "sign": "80_SIGN"}]
1277106114Image000001.jpg;[{"category": "WARNING", "x_min": "311.417311", "x_max": "469.959941", "y_min": "291.751440", "y_max": "452.585239", "sign": "WARNING_CROSSING_ROAD"}]
1277106114Image000006.jpg;[{"category": "WARNING", "x_min": "321.223716", "x_max": "470.804283", "y_min": "300.220053", "y_max": "451.364722", "sign": "WARNING_CROSSING_ROAD"}]
1277106114Image000011.jpg;[{"category": "WARNING", "x_min": "331.114009", "x_max": "464.589547", "y_min": "307.582600", "y_max": "442.721975", "sign": "WARNING_CROSSING_ROAD"}]
1277106114Image000016.jpg;[{"category": "WARNING", "x_min": "344.441998", "x_max": "462.131336", "y_min": "318.631096", "y_max": "436.794028", "sign": "WARNING_CROSSING_ROAD"}]
1277106114Image000021.jpg;[{"category": "WARNING", "x_min": "367.167975", "x_max": "453.538148", "y_min": "337.280878", "y_max": "422.828471", "sign": "WARNING_CROSSING_ROAD"}]
1277106114Image000026.jpg;[{"category": "WARNING", "x_min": "389.843371", "x_max": "445.155574", "y_min": "353.944277", "y_max": "412.490633", "sign": "WARNING_CROSSING_ROAD"}]
1277106114Image000031.jpg;[{"category": "WARNING", "x_min": "486.974192", "x_max": "432.237682", "y_min": "427.064481", "y_max": "379.668687", "sign": "WARNING_CROSSING_ROAD"}]
1277106114Image000036.jpg;[{"category": "WARNING", "x_min": "755.978312", "x_max": "384.163540", "y_min": "642.978312", "y_max": "270.163540", "sign": "WARNING_CROSSING_ROAD"}]
1277106133Image000004.jpg;[{"category": "PROHIBITORY", "x_min": "200.858375", "x_max": "481.545619", "y_min": "181.890058", "y_max": "461.557500", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "199.940298", "x_max": "497.186806", "y_min": "182.113137", "y_max": "481.048535", "sign": "PRIORITY_ROAD"}]
1277106133Image000009.jpg;[{"category": "PROHIBITORY", "x_min": "246.992267", "x_max": "474.748179", "y_min": "224.549994", "y_max": "450.888498", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "246.040627", "x_max": "491.783843", "y_min": "225.912148", "y_max": "474.070781", "sign": "PRIORITY_ROAD"}]
1277106133Image000014.jpg;[{"category": "PROHIBITORY", "x_min": "312.333950", "x_max": "459.902338", "y_min": "287.576164", "y_max": "436.312373", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "310.365441", "x_max": "481.919986", "y_min": "287.932392", "y_max": "460.723405", "sign": "PRIORITY_ROAD"}]
1277106133Image000019.jpg;[{"category": "PROHIBITORY", "x_min": "375.013062", "x_max": "449.082025", "y_min": "347.802206", "y_max": "420.643612", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "374.499505", "x_max": "474.218635", "y_min": "347.663684", "y_max": "449.287292", "sign": "PRIORITY_ROAD"}]
1277106133Image000024.jpg;[{"category": "PROHIBITORY", "x_min": "494.777394", "x_max": "437.216960", "y_min": "459.164686", "y_max": "399.985492", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "492.466033", "x_max": "472.586566", "y_min": "458.798698", "y_max": "437.025444", "sign": "PRIORITY_ROAD"}]
1277106133Image000029.jpg;[{"category": "PROHIBITORY", "x_min": "952.073271", "x_max": "415.685229", "y_min": "881.073271", "y_max": "334.685229", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "941.514046", "x_max": "482.825897", "y_min": "881.963244", "y_max": "416.202011", "sign": "PRIORITY_ROAD"}]
1277106150Image000001.jpg;[{"category": "WARNING", "x_min": "572.736826", "x_max": "424.406785", "y_min": "520.867352", "y_max": "374.375206", "sign": "WARNING_EQUISTARIANS"}]
1277106150Image000006.jpg;[{"category": "WARNING", "x_min": "697.484760", "x_max": "410.678195", "y_min": "617.484760", "y_max": "334.678195", "sign": "WARNING_EQUISTARIANS"}]
1277106150Image000011.jpg;[{"category": "WARNING", "x_min": "951.556272", "x_max": "363.647714", "y_min": "831.556272", "y_max": "245.647714", "sign": "WARNING_EQUISTARIANS"}]
1277106257Image000051.jpg;[{"category": "PROHIBITORY", "x_min": "327.702870", "x_max": "476.975475", "y_min": "317.705256", "y_max": "467.655666", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "328.683507", "x_max": "485.860855", "y_min": "319.356235", "y_max": "477.224491", "sign": "PRIORITY_ROAD"}]
1277106257Image000056.jpg;[{"category": "PROHIBITORY", "x_min": "329.429556", "x_max": "488.690870", "y_min": "317.467150", "y_max": "477.698389", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "329.158839", "x_max": "496.728466", "y_min": "319.067553", "y_max": "487.583238", "sign": "PRIORITY_ROAD"}, {"category": "PROHIBITORY", "x_min": "484.197285", "x_max": "477.021717", "y_min": "467.870217", "y_max": "451.157055", "sign": "STOP"}]
1277106257Image000061.jpg;[{"category": "PROHIBITORY", "x_min": "329.535674", "x_max": "483.358090", "y_min": "316.402568", "y_max": "469.972424", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "330.575315", "x_max": "493.218869", "y_min": "318.282632", "y_max": "482.901796", "sign": "PRIORITY_ROAD"}]
1277106257Image000066.jpg;[{"category": "PROHIBITORY", "x_min": "334.486061", "x_max": "478.456041", "y_min": "317.590456", "y_max": "465.390107", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "332.714990", "x_max": "488.648475", "y_min": "320.137671", "y_max": "478.339197", "sign": "PRIORITY_ROAD"}]
1277106257Image000071.jpg;[{"category": "PROHIBITORY", "x_min": "336.146074", "x_max": "475.024337", "y_min": "319.864606", "y_max": "460.443918", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "336.677403", "x_max": "488.243970", "y_min": "322.040366", "y_max": "476.046439", "sign": "PRIORITY_ROAD"}, {"category": "PROHIBITORY", "x_min": "734.981777", "x_max": "454.076047", "y_min": "712.303269", "y_max": "404.939279", "sign": "STOP"}]
1277106257Image000076.jpg;[{"category": "PROHIBITORY", "x_min": "378.294920", "x_max": "472.920868", "y_min": "358.569755", "y_max": "451.329809", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "378.632227", "x_max": "489.050922", "y_min": "361.075265", "y_max": "472.233201", "sign": "PRIORITY_ROAD"}, {"category": "PROHIBITORY", "x_min": "1259.213951", "x_max": "427.167057", "y_min": "1228.213951", "y_max": "319.167057", "sign": "STOP"}]
1277106257Image000081.jpg;[{"category": "PROHIBITORY", "x_min": "447.634381", "x_max": "440.464416", "y_min": "419.701237", "y_max": "413.296564", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "447.532064", "x_max": "460.791666", "y_min": "425.039527", "y_max": "439.940920", "sign": "PRIORITY_ROAD"}]
1277106257Image000086.jpg;[{"category": "PROHIBITORY", "x_min": "569.141284", "x_max": "391.893788", "y_min": "525.610981", "y_max": "348.878637", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "566.851356", "x_max": "424.953987", "y_min": "533.995776", "y_max": "390.704534", "sign": "PRIORITY_ROAD"}]
1277106257Image000091.jpg;[{"category": "PROHIBITORY", "x_min": "720.987691", "x_max": "358.648886", "y_min": "659.987691", "y_max": "297.648886", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "719.457249", "x_max": "413.830346", "y_min": "668.885166", "y_max": "361.896707", "sign": "PRIORITY_ROAD"}]
1277106424Image000003.jpg;[{"category": "PROHIBITORY", "x_min": "341.636335", "x_max": "456.658644", "y_min": "329.401041", "y_max": "446.305703", "sign": "80_SIGN"}]
1277106424Image000008.jpg;[{"category": "PROHIBITORY", "x_min": "344.060299", "x_max": "469.520682", "y_min": "332.009382", "y_max": "457.667321", "sign": "80_SIGN"}]
1277106424Image000013.jpg;[{"category": "PROHIBITORY", "x_min": "346.381653", "x_max": "439.535957", "y_min": "332.786611", "y_max": "427.494635", "sign": "80_SIGN"}]
1277106424Image000018.jpg;[{"category": "PROHIBITORY", "x_min": "360.109362", "x_max": "454.271037", "y_min": "344.699994", "y_max": "439.059224", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "359.823267", "x_max": "467.319286", "y_min": "346.601231", "y_max": "454.337650", "sign": "PRIORITY_ROAD"}]
1277106424Image000023.jpg;[{"category": "PROHIBITORY", "x_min": "395.028345", "x_max": "451.760926", "y_min": "373.893079", "y_max": "431.752875", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "393.109799", "x_max": "469.384938", "y_min": "376.017491", "y_max": "452.603400", "sign": "PRIORITY_ROAD"}]
1277106424Image000028.jpg;[{"category": "PROHIBITORY", "x_min": "455.363103", "x_max": "436.729000", "y_min": "429.144095", "y_max": "408.956272", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "453.334667", "x_max": "457.964384", "y_min": "430.974306", "y_max": "437.576996", "sign": "PRIORITY_ROAD"}]
1277106424Image000033.jpg;[{"category": "PROHIBITORY", "x_min": "555.488854", "x_max": "422.917429", "y_min": "517.828205", "y_max": "385.949920", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "552.573080", "x_max": "456.146448", "y_min": "519.845331", "y_max": "422.954475", "sign": "PRIORITY_ROAD"}]
1277106424Image000038.jpg;[{"category": "PROHIBITORY", "x_min": "756.052863", "x_max": "406.051953", "y_min": "696.422965", "y_max": "347.144841", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "750.643938", "x_max": "456.001424", "y_min": "699.202380", "y_max": "406.105320", "sign": "PRIORITY_ROAD"}]
1277106424Image000043.jpg;[{"category": "PROHIBITORY", "x_min": "1280.172919", "x_max": "358.130715", "y_min": "1180.172919", "y_max": "240.130715", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "1276.190504", "x_max": "462.695780", "y_min": "1179.190504", "y_max": "358.695780", "sign": "PRIORITY_ROAD"}]
1277106447Image000003.jpg;[{"category": "WARNING", "x_min": "437.022482", "x_max": "469.669884", "y_min": "419.174381", "y_max": "446.505327", "sign": "GIVE_WAY"}]
1277106447Image000008.jpg;[{"category": "WARNING", "x_min": "489.245099", "x_max": "457.127078", "y_min": "467.748749", "y_max": "426.353356", "sign": "GIVE_WAY"}]
1277106447Image000013.jpg;[{"category": "WARNING", "x_min": "585.970786", "x_max": "462.333001", "y_min": "559.893393", "y_max": "423.414467", "sign": "GIVE_WAY"}]
1277106447Image000018.jpg;[{"category": "WARNING", "x_min": "758.488077", "x_max": "445.161840", "y_min": "726.116601", "y_max": "385.725688", "sign": "GIVE_WAY"}]
1277106447Image000023.jpg;[{"category": "WARNING", "x_min": "1266.712192", "x_max": "399.637163", "y_min": "1224.712192", "y_max": "271.637163", "sign": "GIVE_WAY"}]
1277106460Image000001.jpg;[{"category": "WARNING", "x_min": "348.325310", "x_max": "464.732577", "y_min": "334.772263", "y_max": "452.606166", "sign": "WARNING_CROSSING_ROAD"}]
1277106460Image000006.jpg;[{"category": "WARNING", "x_min": "348.950483", "x_max": "470.522127", "y_min": "334.040088", "y_max": "455.145783", "sign": "WARNING_CROSSING_ROAD"}]
1277106460Image000011.jpg;[{"category": "WARNING", "x_min": "356.375147", "x_max": "468.076796", "y_min": "341.714653", "y_max": "453.220829", "sign": "WARNING_CROSSING_ROAD"}]
1277106460Image000016.jpg;[{"category": "WARNING", "x_min": "370.237460", "x_max": "465.237642", "y_min": "354.975488", "y_max": "450.153135", "sign": "WARNING_CROSSING_ROAD"}]
1277106460Image000021.jpg;[{"category": "WARNING", "x_min": "391.520106", "x_max": "471.316519", "y_min": "371.251289", "y_max": "451.047702", "sign": "WARNING_CROSSING_ROAD"}]
1277106460Image000026.jpg;[{"category": "WARNING", "x_min": "444.401524", "x_max": "468.722479", "y_min": "417.993400", "y_max": "442.958456", "sign": "WARNING_CROSSING_ROAD"}]
1277106460Image000031.jpg;[{"category": "WARNING", "x_min": "511.295281", "x_max": "463.599502", "y_min": "477.545281", "y_max": "434.849502", "sign": "WARNING_CROSSING_ROAD"}]
1277106460Image000036.jpg;[{"category": "WARNING", "x_min": "619.722264", "x_max": "467.093038", "y_min": "572.293693", "y_max": "423.530927", "sign": "WARNING_CROSSING_ROAD"}]
1277106460Image000041.jpg;[{"category": "WARNING", "x_min": "811.545846", "x_max": "458.079068", "y_min": "742.668700", "y_max": "399.220416", "sign": "WARNING_CROSSING_ROAD"}]
1277106471Image000001.jpg;[{"category": "PROHIBITORY", "x_min": "377.357008", "x_max": "451.988030", "y_min": "364.462356", "y_max": "439.837300", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "378.418957", "x_max": "462.241959", "y_min": "366.793214", "y_max": "452.451860", "sign": "PRIORITY_ROAD"}]
1277106471Image000006.jpg;[{"category": "PROHIBITORY", "x_min": "383.360882", "x_max": "448.126394", "y_min": "368.736136", "y_max": "432.874873", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "384.385111", "x_max": "459.995728", "y_min": "371.269727", "y_max": "448.149574", "sign": "PRIORITY_ROAD"}]
1277106471Image000011.jpg;[{"category": "PROHIBITORY", "x_min": "392.845104", "x_max": "439.371982", "y_min": "375.838735", "y_max": "421.609774", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "393.141437", "x_max": "452.792031", "y_min": "379.564795", "y_max": "440.120498", "sign": "PRIORITY_ROAD"}]
1277106471Image000016.jpg;[{"category": "PROHIBITORY", "x_min": "404.390387", "x_max": "436.156114", "y_min": "387.313884", "y_max": "418.168864", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "406.754970", "x_max": "452.396145", "y_min": "390.330312", "y_max": "437.464638", "sign": "PRIORITY_ROAD"}]
1277106471Image000021.jpg;[{"category": "PROHIBITORY", "x_min": "452.216124", "x_max": "421.330064", "y_min": "427.976560", "y_max": "395.947124", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "453.744839", "x_max": "443.652265", "y_min": "432.156054", "y_max": "423.262856", "sign": "PRIORITY_ROAD"}]
1277106471Image000026.jpg;[{"category": "PROHIBITORY", "x_min": "541.085202", "x_max": "393.762643", "y_min": "504.296075", "y_max": "358.316185", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "542.016694", "x_max": "430.037394", "y_min": "509.662408", "y_max": "399.420251", "sign": "PRIORITY_ROAD"}]
1277106471Image000031.jpg;[{"category": "PROHIBITORY", "x_min": "1069.118992", "x_max": "252.610199", "y_min": "977.118992", "y_max": "155.610199", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "1072.623095", "x_max": "359.168230", "y_min": "991.623095", "y_max": "273.168230", "sign": "PRIORITY_ROAD"}]
1277106524Image000002.jpg;[{"category": "PROHIBITORY", "x_min": "418.964315", "x_max": "426.942856", "y_min": "398.695498", "y_max": "407.838913", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "418.416891", "x_max": "443.900615", "y_min": "402.411441", "y_max": "427.175820", "sign": "PRIORITY_ROAD"}]
1277106524Image000007.jpg;[{"category": "PROHIBITORY", "x_min": "451.237477", "x_max": "417.614104", "y_min": "427.069437", "y_max": "392.103396", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "451.650729", "x_max": "439.542903", "y_min": "431.691236", "y_max": "419.768219", "sign": "PRIORITY_ROAD"}]
1277106524Image000012.jpg;[{"category": "PROHIBITORY", "x_min": "489.724673", "x_max": "402.546757", "y_min": "463.047750", "y_max": "375.869834", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "492.953448", "x_max": "430.994718", "y_min": "468.496371", "y_max": "408.270820", "sign": "PRIORITY_ROAD"}]
1277106524Image000017.jpg;[{"category": "PROHIBITORY", "x_min": "541.975973", "x_max": "383.196033", "y_min": "508.528737", "y_max": "351.577942", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "543.436559", "x_max": "418.590628", "y_min": "514.819223", "y_max": "389.567372", "sign": "PRIORITY_ROAD"}]
1277106524Image000022.jpg;[{"category": "PROHIBITORY", "x_min": "625.062113", "x_max": "374.369767", "y_min": "583.766113", "y_max": "333.073767", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "625.848271", "x_max": "418.191844", "y_min": "589.714830", "y_max": "382.058404", "sign": "PRIORITY_ROAD"}]
1277106610Image000002.jpg;[{"category": "PROHIBITORY", "x_min": "271.632776", "x_max": "439.251911", "y_min": "257.226242", "y_max": "423.473327", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "271.101803", "x_max": "451.567248", "y_min": "258.625268", "y_max": "438.397573", "sign": "PRIORITY_ROAD"}]
1277106610Image000007.jpg;[{"category": "PROHIBITORY", "x_min": "298.804988", "x_max": "435.021333", "y_min": "282.628192", "y_max": "419.069215", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "297.479482", "x_max": "449.567551", "y_min": "284.410812", "y_max": "434.818624", "sign": "PRIORITY_ROAD"}]
1277106610Image000012.jpg;[{"category": "PROHIBITORY", "x_min": "335.926770", "x_max": "440.465793", "y_min": "317.822058", "y_max": "421.432634", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "334.434118", "x_max": "456.355340", "y_min": "319.454434", "y_max": "441.732315", "sign": "PRIORITY_ROAD"}]
1277106610Image000017.jpg;[{"category": "PROHIBITORY", "x_min": "380.923502", "x_max": "424.810424", "y_min": "359.622297", "y_max": "403.509219", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "379.707175", "x_max": "444.907169", "y_min": "360.063047", "y_max": "425.426742", "sign": "PRIORITY_ROAD"}]
1277106640Image000004.jpg;[{"category": "PROHIBITORY", "x_min": "393.081207", "x_max": "453.305358", "y_min": "380.038238", "y_max": "439.227233", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "393.366354", "x_max": "462.846453", "y_min": "380.854159", "y_max": "452.529380", "sign": "PRIORITY_ROAD"}]
1277106640Image000009.jpg;[{"category": "PROHIBITORY", "x_min": "398.963630", "x_max": "443.831727", "y_min": "384.264411", "y_max": "429.960633", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "398.675659", "x_max": "454.511183", "y_min": "386.014260", "y_max": "442.919761", "sign": "PRIORITY_ROAD"}]
1277106640Image000014.jpg;[{"category": "PROHIBITORY", "x_min": "408.497285", "x_max": "437.227712", "y_min": "393.479234", "y_max": "422.209661", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "409.107417", "x_max": "452.450750", "y_min": "395.034310", "y_max": "438.194875", "sign": "PRIORITY_ROAD"}]
1277106640Image000019.jpg;[{"category": "PROHIBITORY", "x_min": "421.589114", "x_max": "435.716351", "y_min": "399.174020", "y_max": "416.612577", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "417.893468", "x_max": "448.633393", "y_min": "404.757666", "y_max": "435.872899", "sign": "PRIORITY_ROAD"}]
1277106640Image000024.jpg;[{"category": "PROHIBITORY", "x_min": "428.365189", "x_max": "433.373975", "y_min": "410.058239", "y_max": "412.121080", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "426.885091", "x_max": "448.844418", "y_min": "412.385940", "y_max": "433.869885", "sign": "PRIORITY_ROAD"}]
1277106640Image000029.jpg;[{"category": "PROHIBITORY", "x_min": "445.592720", "x_max": "430.482489", "y_min": "423.562677", "y_max": "406.958884", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "447.872029", "x_max": "450.466944", "y_min": "426.505153", "y_max": "432.152478", "sign": "PRIORITY_ROAD"}]
1277106640Image000034.jpg;[{"category": "PROHIBITORY", "x_min": "474.927403", "x_max": "418.883577", "y_min": "448.118892", "y_max": "391.692088", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "476.260784", "x_max": "444.462432", "y_min": "450.140857", "y_max": "421.467967", "sign": "PRIORITY_ROAD"}]
1277106640Image000039.jpg;[{"category": "PROHIBITORY", "x_min": "565.474737", "x_max": "402.114154", "y_min": "528.701027", "y_max": "363.753089", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "566.741773", "x_max": "439.667779", "y_min": "531.240618", "y_max": "404.942606", "sign": "PRIORITY_ROAD"}]
1277106640Image000044.jpg;[{"category": "PROHIBITORY", "x_min": "676.118510", "x_max": "367.221087", "y_min": "627.943783", "y_max": "315.132164", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "674.298780", "x_max": "417.840657", "y_min": "630.017788", "y_max": "372.200161", "sign": "PRIORITY_ROAD"}]
1277106640Image000049.jpg;[{"category": "PROHIBITORY", "x_min": "1007.593787", "x_max": "283.124853", "y_min": "915.593787", "y_max": "183.124853", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "999.558147", "x_max": "367.590789", "y_min": "926.645689", "y_max": "291.092472", "sign": "PRIORITY_ROAD"}]
1277106732Image000011.jpg;[{"category": "PROHIBITORY", "x_min": "705.523855", "x_max": "448.635218", "y_min": "687.751128", "y_max": "407.938248", "sign": "STOP"}]
1277106732Image000016.jpg;[{"category": "PROHIBITORY", "x_min": "945.581136", "x_max": "450.244528", "y_min": "927.360663", "y_max": "386.575237", "sign": "STOP"}, {"category": "PROHIBITORY", "x_min": "331.835532", "x_max": "466.300543", "y_min": "321.436460", "y_max": "456.671773", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "331.495529", "x_max": "474.102636", "y_min": "324.458492", "y_max": "467.065599", "sign": "PRIORITY_ROAD"}]
1277106732Image000021.jpg;[{"category": "PROHIBITORY", "x_min": "342.696501", "x_max": "456.301399", "y_min": "331.746203", "y_max": "445.553884", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "341.609463", "x_max": "465.163489", "y_min": "334.088533", "y_max": "456.721628", "sign": "PRIORITY_ROAD"}]
1277106732Image000026.jpg;[{"category": "PROHIBITORY", "x_min": "354.507253", "x_max": "449.615312", "y_min": "341.698790", "y_max": "435.724443", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "353.879874", "x_max": "460.576764", "y_min": "343.521521", "y_max": "450.552551", "sign": "PRIORITY_ROAD"}]
1277106732Image000031.jpg;[{"category": "PROHIBITORY", "x_min": "367.989003", "x_max": "444.671677", "y_min": "352.451813", "y_max": "431.270850", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "365.801130", "x_max": "455.425933", "y_min": "355.193621", "y_max": "444.565865", "sign": "PRIORITY_ROAD"}]
1277106732Image000036.jpg;[{"category": "PROHIBITORY", "x_min": "399.169239", "x_max": "436.012292", "y_min": "382.422624", "y_max": "421.197979", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "397.125697", "x_max": "451.372889", "y_min": "384.059763", "y_max": "438.757504", "sign": "PRIORITY_ROAD"}]
1277106732Image000041.jpg;[{"category": "PROHIBITORY", "x_min": "432.663410", "x_max": "422.769388", "y_min": "412.586651", "y_max": "404.006062", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "432.569390", "x_max": "440.819812", "y_min": "416.466272", "y_max": "425.663937", "sign": "PRIORITY_ROAD"}]
1277106732Image000046.jpg;[{"category": "PROHIBITORY", "x_min": "490.793411", "x_max": "415.309702", "y_min": "465.572391", "y_max": "389.165961", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "492.106550", "x_max": "439.720610", "y_min": "470.352341", "y_max": "417.966401", "sign": "PRIORITY_ROAD"}]
1277106732Image000051.jpg;[{"category": "PROHIBITORY", "x_min": "596.251069", "x_max": "400.249859", "y_min": "561.224754", "y_max": "364.869742", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "594.707762", "x_max": "434.367813", "y_min": "566.156038", "y_max": "404.822986", "sign": "PRIORITY_ROAD"}]
1277106732Image000056.jpg;[{"category": "PROHIBITORY", "x_min": "975.571512", "x_max": "344.152989", "y_min": "914.571512", "y_max": "279.152989", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "975.102579", "x_max": "411.696952", "y_min": "919.102579", "y_max": "349.696952", "sign": "PRIORITY_ROAD"}]
1277106767Image000003.jpg;[{"category": "PROHIBITORY", "x_min": "389.236929", "x_max": "440.010697", "y_min": "375.169943", "y_max": "424.795386", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "390.574272", "x_max": "451.307697", "y_min": "378.325800", "y_max": "439.849448", "sign": "PRIORITY_ROAD"}]
1277106767Image000008.jpg;[{"category": "PROHIBITORY", "x_min": "398.469008", "x_max": "434.357328", "y_min": "381.636638", "y_max": "419.251355", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "399.021879", "x_max": "448.326628", "y_min": "384.886909", "y_max": "435.075094", "sign": "PRIORITY_ROAD"}]
1277106767Image000013.jpg;[{"category": "PROHIBITORY", "x_min": "409.997349", "x_max": "429.585254", "y_min": "391.645076", "y_max": "412.096618", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "415.390973", "x_max": "450.223329", "y_min": "392.390973", "y_max": "430.223329", "sign": "PRIORITY_ROAD"}]
1277106767Image000018.jpg;[{"category": "PROHIBITORY", "x_min": "432.840754", "x_max": "426.905698", "y_min": "408.372851", "y_max": "404.731661", "sign": "80_SIGN"}, {"category": "INFORMATION", "x_min": "434.221022", "x_max": "447.079047", "y_min": "415.221022", "y_max": "427.560865", "sign": "PRIORITY_ROAD"}]
